name,phone,full_address,district,city,province,postal_code,reviews_score,reviews_amount,latitude,longitude,googlemaps_link
Toko Besi Asahi Gypsum,6282136188153,"Jl. Rejosari III No.18, Rejosari, Kec. Semarang Tim., Kota Semarang, Jawa Tengah 50125",Kec. Semarang Tim.,Kota Semarang,Jawa Tengah,50125,4.8,20,-6.9729545,110.356055,"https://www.google.com/maps/place/Toko+Besi+Asahi+Gypsum/@-6.9729545,110.356055,13z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+en+Semarang!6e6!3m6!1s0x2e70f2d362e58ae5:0x592b62cdb9e4fd5a!8m2!3d-6.9798602!4d110.4362068!15sCh9Ub2tvIEJhaGFuIEJhbmd1bmFuIGVuIFNlbWFyYW5nWiEiH3Rva28gYmFoYW4gYmFuZ3VuYW4gZW4gc2VtYXJhbmeSARhidWlsZGluZ19tYXRlcmlhbHNfc3RvcmXgAQA!16s%2Fg%2F1hc75pd9z?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Semarang Jaya,(024) 3566768,"Jl. MT. Haryono No.217, Jagalan, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50136",Kec. Semarang Tengah,Kota Semarang,Jawa Tengah,50136,4.5,209,-6.9729545,110.356055,"https://www.google.com/maps/place/Semarang+Jaya/@-6.9729545,110.356055,13z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+en+Semarang!6e6!3m6!1s0x2e708cab6f1fc46b:0x6c97d59e13f11ec0!8m2!3d-6.9766832!4d110.4310882!15sCh9Ub2tvIEJhaGFuIEJhbmd1bmFuIGVuIFNlbWFyYW5nWiEiH3Rva28gYmFoYW4gYmFuZ3VuYW4gZW4gc2VtYXJhbmeSAQp0b29sX3N0b3JlmgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVU5QYlhGaVgzRm5SUkFC4AEA!16s%2Fg%2F1hm2m5fsr?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
PINANGSIA MAS - Toko Kunci  Keran (Semarang),(024) 3583449,"Jl. K.H. Agus Salim No.49 Kav. 19A, Purwodinatan, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50137",Kec. Semarang Tengah,Kota Semarang,Jawa Tengah,50137,4.3,4,-6.9729545,110.356055,"https://www.google.com/maps/place/PINANGSIA+MAS+-+Toko+Kunci+%26+Keran+(Semarang)/@-6.9729545,110.356055,13z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+en+Semarang!6e6!3m6!1s0x2e70f355cd668a25:0x8e6470c7be109035!8m2!3d-6.9706587!4d110.4290824!15sCh9Ub2tvIEJhaGFuIEJhbmd1bmFuIGVuIFNlbWFyYW5nWiEiH3Rva28gYmFoYW4gYmFuZ3VuYW4gZW4gc2VtYXJhbmeSAQ5oYXJkd2FyZV9zdG9yZeABAA!16s%2Fg%2F11b7hpyb4z?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Kencana Jaya,(024) 3551386,"Blk. A, Jl. K.H. Agus Salim Blok A No.2223, Purwodinatan, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50137",Kec. Semarang Tengah,Kota Semarang,Jawa Tengah,50137,,,-6.9729545,110.356055,"https://www.google.com/maps/place/Kencana+Jaya/@-6.9729545,110.356055,13z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+en+Semarang!6e6!3m6!1s0x2e70f355e6f2ad59:0x84714cdce8caae84!8m2!3d-6.9709744!4d110.4280475!15sCh9Ub2tvIEJhaGFuIEJhbmd1bmFuIGVuIFNlbWFyYW5nWiEiH3Rva28gYmFoYW4gYmFuZ3VuYW4gZW4gc2VtYXJhbmeSARhidWlsZGluZ19tYXRlcmlhbHNfc3RvcmXgAQA!16s%2Fg%2F1pzvgdf2m?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Purnomo Jaya TB,(024) 8315675,"Jl. MT. Haryono No.632, Purwodinatan, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50137",Kec. Semarang Tengah,Kota Semarang,Jawa Tengah,50137,,,-6.9729545,110.356055,"https://www.google.com/maps/place/Purnomo+Jaya+TB/@-6.9729545,110.356055,13z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+en+Semarang!6e6!3m6!1s0x2e70f354b901bd7f:0x1e1f4d829eb6d9ed!8m2!3d-6.9741853!4d110.4308717!15sCh9Ub2tvIEJhaGFuIEJhbmd1bmFuIGVuIFNlbWFyYW5nWiEiH3Rva28gYmFoYW4gYmFuZ3VuYW4gZW4gc2VtYXJhbmeSARhidWlsZGluZ19tYXRlcmlhbHNfc3RvcmXgAQA!16s%2Fg%2F11b6d5kz63?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
CV. Cahyo Waskito (Keran San Ei),(024) 3551562,"Jl. Bubakan No.10, Purwodinatan, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50137",Kec. Semarang Tengah,Kota Semarang,Jawa Tengah,50137,5.0,1,-6.9729545,110.356055,"https://www.google.com/maps/place/CV.+Cahyo+Waskito+(Keran+San+Ei)/@-6.9729545,110.356055,13z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+en+Semarang!6e6!3m6!1s0x2e70f355b5c0f69b:0xc5a936262340d029!8m2!3d-6.9713717!4d110.4289896!15sCh9Ub2tvIEJhaGFuIEJhbmd1bmFuIGVuIFNlbWFyYW5nWiEiH3Rva28gYmFoYW4gYmFuZ3VuYW4gZW4gc2VtYXJhbmeSAQ5oYXJkd2FyZV9zdG9yZeABAA!16s%2Fg%2F11mvzmb91w?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Toko Natraco,(024) 3540692,"Jl. Pekojan No.67, Purwodinatan, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50137",Kec. Semarang Tengah,Kota Semarang,Jawa Tengah,50137,,,-6.9729545,110.356055,"https://www.google.com/maps/place/Toko+Natraco/@-6.9729545,110.356055,13z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+en+Semarang!6e6!3m6!1s0x2e70f355a7c60407:0x6546e9eac7aa35c!8m2!3d-6.9724489!4d110.4283717!15sCh9Ub2tvIEJhaGFuIEJhbmd1bmFuIGVuIFNlbWFyYW5nWiEiH3Rva28gYmFoYW4gYmFuZ3VuYW4gZW4gc2VtYXJhbmeSARhidWlsZGluZ19tYXRlcmlhbHNfc3RvcmXgAQA!16s%2Fg%2F1pztyx4d4?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
SEMARANG RUMAH INTERIOR,62816666052,"Gg. Pinggir No.97, Kranggan, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50135",Kec. Semarang Tengah,Kota Semarang,Jawa Tengah,50135,5.0,11,-6.9729545,110.356055,"https://www.google.com/maps/place/SEMARANG+RUMAH+INTERIOR/@-6.9729545,110.356055,13z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+en+Semarang!6e6!3m6!1s0x2e708d00645f92a7:0x22378ff3dc8e2bc3!8m2!3d-6.9780571!4d110.4266457!15sCh9Ub2tvIEJhaGFuIEJhbmd1bmFuIGVuIFNlbWFyYW5nWiEiH3Rva28gYmFoYW4gYmFuZ3VuYW4gZW4gc2VtYXJhbmeSARhidWlsZGluZ19tYXRlcmlhbHNfc3RvcmWaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUTNOWFY1VmxWM0VBReABAA!16s%2Fg%2F11w9y8hxqv?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Sumber Makmur Hardware,,"Jl. Bubakan II No.9, Purwodinatan, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50137",Kec. Semarang Tengah,Kota Semarang,Jawa Tengah,50137,5.0,1,-6.9729545,110.356055,"https://www.google.com/maps/place/Sumber+Makmur+Hardware/@-6.9729545,110.356055,13z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+en+Semarang!6e6!3m6!1s0x2e70f3000730a2e3:0xcc112b5c8b501a4e!8m2!3d-6.9710002!4d110.4294999!15sCh9Ub2tvIEJhaGFuIEJhbmd1bmFuIGVuIFNlbWFyYW5nWiEiH3Rva28gYmFoYW4gYmFuZ3VuYW4gZW4gc2VtYXJhbmeSAQ5oYXJkd2FyZV9zdG9yZeABAA!16s%2Fg%2F11y36ln14t?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Bheng Kie Toko,(024) 3540986,"JL. Petolongan 3, Semarang, 50121, Purwodinatan, Semarang Tengah, Semarang City, Central Java 50137",Semarang Tengah,Semarang City,Central Java,50137,5.0,1,-6.9729545,110.356055,"https://www.google.com/maps/place/Bheng+Kie+Toko/@-6.9729545,110.356055,13z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+en+Semarang!6e6!3m6!1s0x2e70f3545801d8b5:0x900d34cf0e55341!8m2!3d-6.9726306!4d110.4286601!15sCh9Ub2tvIEJhaGFuIEJhbmd1bmFuIGVuIFNlbWFyYW5nkgEYYnVpbGRpbmdfbWF0ZXJpYWxzX3N0b3Jl4AEA!16s%2Fg%2F1vvw_xrx?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
GOLDEN HARDWARE,6287847469790,"Jl. Patimura No.6E, Rejomulyo, Kec. Semarang Tim., Kota Semarang, Jawa Tengah 50123",Kec. Semarang Tim.,Kota Semarang,Jawa Tengah,50123,4.7,7,-6.9729545,110.356055,"https://www.google.com/maps/place/GOLDEN+HARDWARE/@-6.9729545,110.356055,13z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+en+Semarang!6e6!3m6!1s0x2e70f330da700375:0x9f1c1e4951c0e1f3!8m2!3d-6.969576!4d110.4322315!15sCh9Ub2tvIEJhaGFuIEJhbmd1bmFuIGVuIFNlbWFyYW5nWiEiH3Rva28gYmFoYW4gYmFuZ3VuYW4gZW4gc2VtYXJhbmeSAQ5oYXJkd2FyZV9zdG9yZeABAA!16s%2Fg%2F11r6fwjr0f?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Toms Home Supply,(024) 76413090,"Jl. Brigjen Sudiarto No.218B, Gayamsari, Kec. Gayamsari, Kota Semarang, Jawa Tengah 50248",Kec. Gayamsari,Kota Semarang,Jawa Tengah,50248,4.5,131,-7.004287,110.3800553,"https://www.google.com/maps/place/Tom's+Home+Supply/@-7.004287,110.3800553,13z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+en+Semarang!6e6!3m6!1s0x2e708ced630763f9:0x49d30f1c8f1bcae2!8m2!3d-7.004287!4d110.4521531!15sCh9Ub2tvIEJhaGFuIEJhbmd1bmFuIGVuIFNlbWFyYW5nWiEiH3Rva28gYmFoYW4gYmFuZ3VuYW4gZW4gc2VtYXJhbmeSAQVzdG9yZZoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VSS1gzTm1XbnBCUlJBQuABAA!16s%2Fg%2F11csr_k96q?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
TB Karunia,(024) 3553503,"No.49 Kav 6, Jl. K.H. Agus Salim No.49 Kav 6, Purwodinatan, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50137",Kec. Semarang Tengah,Kota Semarang,Jawa Tengah,50137,2.4,22,-6.970312,110.3580172,"https://www.google.com/maps/place/TB+Karunia/@-6.970312,110.3580172,13z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+en+Semarang!6e6!3m6!1s0x2e70f354241a0bb7:0xfd663ed78e94bde6!8m2!3d-6.970312!4d110.430115!15sCh9Ub2tvIEJhaGFuIEJhbmd1bmFuIGVuIFNlbWFyYW5nWiEiH3Rva28gYmFoYW4gYmFuZ3VuYW4gZW4gc2VtYXJhbmeSAQ9hcHBsaWFuY2Vfc3RvcmXgAQA!16s%2Fg%2F1hm2qcz_y?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Teguh Jaya,(024) 3511472,"Jl. Depok No.37, Kembangsari, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50133",Kec. Semarang Tengah,Kota Semarang,Jawa Tengah,50133,5.0,3,-6.977502,110.3460379,"https://www.google.com/maps/place/Teguh+Jaya/@-6.977502,110.3460379,13z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+en+Semarang!6e6!3m6!1s0x2e708b530e285889:0xda466b4d3259270a!8m2!3d-6.977502!4d110.4181357!15sCh9Ub2tvIEJhaGFuIEJhbmd1bmFuIGVuIFNlbWFyYW5nWiEiH3Rva28gYmFoYW4gYmFuZ3VuYW4gZW4gc2VtYXJhbmeSAQ5oYXJkd2FyZV9zdG9yZeABAA!16s%2Fg%2F1hm608bsd?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
KRISBOW SEMARANG,(024) 3580426,"Jl. Kh Agus Salim,Ruko Jurnatan, Purwodinatan, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50137",Kec. Semarang Tengah,Kota Semarang,Jawa Tengah,50137,4.3,67,-6.977502,110.3460379,"https://www.google.com/maps/place/KRISBOW+SEMARANG/@-6.977502,110.3460379,13z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+en+Semarang!6e6!3m6!1s0x2e70f354241a0bb7:0x136954ecbe508187!8m2!3d-6.9705942!4d110.429403!15sCh9Ub2tvIEJhaGFuIEJhbmd1bmFuIGVuIFNlbWFyYW5nWiEiH3Rva28gYmFoYW4gYmFuZ3VuYW4gZW4gc2VtYXJhbmeSAQ5oYXJkd2FyZV9zdG9yZeABAA!16s%2Fg%2F1hm59cy8t?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
CV.Makmur Jaya Abadi ( CV.MJA),62811270187,"Jl. Bubakan No.17c, Purwodinatan, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50121",Kec. Semarang Tengah,Kota Semarang,Jawa Tengah,50121,,,-6.977502,110.3460379,"https://www.google.com/maps/place/CV.Makmur+Jaya+Abadi+(+CV.MJA)/@-6.977502,110.3460379,13z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+en+Semarang!6e6!3m6!1s0x2e70f3ae5b1873ef:0x63acd59037f835f5!8m2!3d-6.9711786!4d110.429769!15sCh9Ub2tvIEJhaGFuIEJhbmd1bmFuIGVuIFNlbWFyYW5nkgEOaGFyZHdhcmVfc3RvcmXgAQA!16s%2Fg%2F11w57vrzl7?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
GERAI KUNCI  KERAN,(024) 3567891,"Jalan K.H. Agus Salim Ruko THD Baru Blok D No.2, Purwodinatan, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50137",Kec. Semarang Tengah,Kota Semarang,Jawa Tengah,50137,4.9,13,-6.977502,110.3460379,"https://www.google.com/maps/place/GERAI+KUNCI+%26+KERAN/@-6.977502,110.3460379,13z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+en+Semarang!6e6!3m6!1s0x2e70f354241a0bb7:0xf62b368c727546cf!8m2!3d-6.9704751!4d110.4295231!15sCh9Ub2tvIEJhaGFuIEJhbmd1bmFuIGVuIFNlbWFyYW5nWiEiH3Rva28gYmFoYW4gYmFuZ3VuYW4gZW4gc2VtYXJhbmeSAQ5oYXJkd2FyZV9zdG9yZeABAA!16s%2Fg%2F1hm3lshby?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Pusat Teknik,6287700155566,"Jalan Kh Agus Salim No 49, Jl. Komp. Pertokoan Jurnatan No.Ruko Kav 10, Purwodinatan, Semarang Tengah, Semarang City, Central Java 50137",Semarang Tengah,Semarang City,Central Java,50137,4.4,70,-6.977502,110.3460379,"https://www.google.com/maps/place/Pusat+Teknik/@-6.977502,110.3460379,13z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+en+Semarang!6e6!3m6!1s0x2e70f354241a0bb7:0xfb4e81801fd2e166!8m2!3d-6.9703446!4d110.429968!15sCh9Ub2tvIEJhaGFuIEJhbmd1bmFuIGVuIFNlbWFyYW5nWiEiH3Rva28gYmFoYW4gYmFuZ3VuYW4gZW4gc2VtYXJhbmeSAQVzdG9yZeABAA!16s%2Fg%2F1hm35h21s?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Toko Bangunan Mahkota,6285641234517,"Jl. Kol. Imam Suparto No.Kav. 29, Bulusan, Kec. Tembalang, Kota Semarang, Jawa Tengah 50277",Kec. Tembalang,Kota Semarang,Jawa Tengah,50277,4.5,73,-7.0607104,110.3752045,"https://www.google.com/maps/place/Toko+Bangunan+Mahkota/@-7.0607104,110.3752045,13z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+en+Semarang!6e6!3m6!1s0x2e708ea22a03112b:0x98688de6b81f4d43!8m2!3d-7.0607104!4d110.4473023!15sCh9Ub2tvIEJhaGFuIEJhbmd1bmFuIGVuIFNlbWFyYW5nWiEiH3Rva28gYmFoYW4gYmFuZ3VuYW4gZW4gc2VtYXJhbmeSARhidWlsZGluZ19tYXRlcmlhbHNfc3RvcmXgAQA!16s%2Fg%2F1hm3c8y8x?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Toko Besi  Cat,,"2CJC666, Jl. Petek, Purwosari, Kec. Semarang Utara, Kota Semarang, Jawa Tengah 50172",Kec. Semarang Utara,Kota Semarang,Jawa Tengah,50172,3.8,16,-6.9694722,110.3484263,"https://www.google.com/maps/place/Toko+Besi+%26+Cat/@-6.9694722,110.3484263,13z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+en+Semarang!6e6!3m6!1s0x2e70f4a94c7fe965:0xf2d7501d3c722031!8m2!3d-6.9694722!4d110.4205241!15sCh9Ub2tvIEJhaGFuIEJhbmd1bmFuIGVuIFNlbWFyYW5nWiEiH3Rva28gYmFoYW4gYmFuZ3VuYW4gZW4gc2VtYXJhbmeSARhidWlsZGluZ19tYXRlcmlhbHNfc3RvcmXgAQA!16s%2Fg%2F11ddwwf2q3?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
"CV. Lestari Abadi - Toko HPL, Edging, Taco sheet",6281904366332,"Jl. Patimura No.8A, Rejomulyo, Kec. Semarang Tim., Kota Semarang, Jawa Tengah 50227",Kec. Semarang Tim.,Kota Semarang,Jawa Tengah,50227,4.4,480,-6.9694722,110.3484263,"https://www.google.com/maps/place/CV.+Lestari+Abadi+-+Toko+HPL,+Edging,+Taco+sheet/@-6.9694722,110.3484263,13z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+en+Semarang!6e6!3m6!1s0x2e70f351546d066d:0xedace1133ce1b493!8m2!3d-6.9695625!4d110.4325099!15sCh9Ub2tvIEJhaGFuIEJhbmd1bmFuIGVuIFNlbWFyYW5nWiEiH3Rva28gYmFoYW4gYmFuZ3VuYW4gZW4gc2VtYXJhbmeSARZob21lX2ltcHJvdmVtZW50X3N0b3JlmgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVU41ZHpoZmMzQkJSUkFC4AEA!16s%2Fg%2F11g6ntxdk4?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Alpha Utama Mandiri.PT - Semarang,(024) 3545620,"Komplek Pertokoan Jurnatan Blok A15, JL.Cendrawasih, Semarang, 50117, Purwodinatan, Semarang Tengah, Semarang City, Central Java 50137",Semarang Tengah,Semarang City,Central Java,50137,4.1,10,-6.9694722,110.3484263,"https://www.google.com/maps/place/Alpha+Utama+Mandiri.PT+-+Semarang/@-6.9694722,110.3484263,13z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+en+Semarang!6e6!3m6!1s0x2e70f3567dbf05e1:0xcac1de979c578f94!8m2!3d-6.9695958!4d110.4296414!15sCh9Ub2tvIEJhaGFuIEJhbmd1bmFuIGVuIFNlbWFyYW5nWiEiH3Rva28gYmFoYW4gYmFuZ3VuYW4gZW4gc2VtYXJhbmeSARh3b29kd29ya2luZ19zdXBwbHlfc3RvcmXgAQA!16s%2Fg%2F1hc8972mx?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Toko Besi Purnomo,6281390865686,"Jl. Abdulrahman Saleh No.106, Manyaran, Kec. Semarang Barat, Kota Semarang, Jawa Tengah 50145",Kec. Semarang Barat,Kota Semarang,Jawa Tengah,50145,4.7,27,-6.9931754,110.3080849,"https://www.google.com/maps/place/Toko+Besi+Purnomo/@-6.9931754,110.3080849,13z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+en+Semarang!6e6!3m6!1s0x2e708b20c7fc03b5:0x39dc3aecd484b32a!8m2!3d-6.9931754!4d110.3801827!15sCh9Ub2tvIEJhaGFuIEJhbmd1bmFuIGVuIFNlbWFyYW5nWiEiH3Rva28gYmFoYW4gYmFuZ3VuYW4gZW4gc2VtYXJhbmeSARhidWlsZGluZ19tYXRlcmlhbHNfc3RvcmXgAQA!16s%2Fg%2F11f3s3l4yv?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Budi Jaya Toko,(024) 3546595,"Gg. Baru No.49, Kranggan, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50139",Kec. Semarang Tengah,Kota Semarang,Jawa Tengah,50139,,,-6.9757799,110.3535427,"https://www.google.com/maps/place/Budi+Jaya+Toko/@-6.9757799,110.3535427,13z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+en+Semarang!6e6!3m6!1s0x2e708b5547393eff:0x8083573899cbb44!8m2!3d-6.9757799!4d110.4256405!15sCh9Ub2tvIEJhaGFuIEJhbmd1bmFuIGVuIFNlbWFyYW5nWiEiH3Rva28gYmFoYW4gYmFuZ3VuYW4gZW4gc2VtYXJhbmeSARhidWlsZGluZ19tYXRlcmlhbHNfc3RvcmXgAQA!16s%2Fg%2F1hc74yxfv?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Toko Sumber Makmur,(024) 3511492,"Jl. Layur No.75, Dadapsari, Kec. Semarang Utara, Kota Semarang, Jawa Tengah 50173",Kec. Semarang Utara,Kota Semarang,Jawa Tengah,50173,,,-6.9757799,110.3535427,"https://www.google.com/maps/place/Toko+Sumber+Makmur/@-6.9757799,110.3535427,13z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+en+Semarang!6e6!3m6!1s0x2e70f4a6205e63eb:0x661865b14b8d915e!8m2!3d-6.9650937!4d110.4218305!15sCh9Ub2tvIEJhaGFuIEJhbmd1bmFuIGVuIFNlbWFyYW5nWiEiH3Rva28gYmFoYW4gYmFuZ3VuYW4gZW4gc2VtYXJhbmeSARhidWlsZGluZ19tYXRlcmlhbHNfc3RvcmXgAQA!16s%2Fg%2F11bc7ry6p6?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Arumi,6287886371902,"Ax Citarum Semarang, Jl. Citarum No.53, Bugangan, Kec. Semarang Tim., Kota Semarang, Jawa Tengah 50126",Kec. Semarang Tim.,Kota Semarang,Jawa Tengah,50126,4.3,15,-6.9757799,110.3535427,"https://www.google.com/maps/place/Arumi/@-6.9757799,110.3535427,13z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+en+Semarang!6e6!3m6!1s0x2e70f35205542f99:0x73394ec60b5d1d80!8m2!3d-6.9701566!4d110.4374009!15sCh9Ub2tvIEJhaGFuIEJhbmd1bmFuIGVuIFNlbWFyYW5nWiEiH3Rva28gYmFoYW4gYmFuZ3VuYW4gZW4gc2VtYXJhbmeSARhidWlsZGluZ19tYXRlcmlhbHNfc3RvcmXgAQA!16s%2Fg%2F11bz_0m8jx?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Istana Besi,(024) 3550780,"Jl. K.H. Agus Salim No.1 Kav. 49, Purwodinatan, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50137",Kec. Semarang Tengah,Kota Semarang,Jawa Tengah,50137,4.3,553,-6.9757799,110.3535427,"https://www.google.com/maps/place/Istana+Besi/@-6.9757799,110.3535427,13z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+en+Semarang!6e6!3m6!1s0x2e70f355f0fa14d3:0x1e43676d855fce58!8m2!3d-6.9702889!4d110.4303022!15sCh9Ub2tvIEJhaGFuIEJhbmd1bmFuIGVuIFNlbWFyYW5nWiEiH3Rva28gYmFoYW4gYmFuZ3VuYW4gZW4gc2VtYXJhbmeSAQp0b29sX3N0b3JlmgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVU5sTmtzM2NubFJSUkFC4AEA!16s%2Fg%2F1tjxnvvx?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Tjandra Kurniawan,(024) 3514997,"Jl. Gajahmada No.95a, Gabahan, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50134",Kec. Semarang Tengah,Kota Semarang,Jawa Tengah,50134,5.0,1,-6.9757799,110.3535427,"https://www.google.com/maps/place/Tjandra+Kurniawan/@-6.9757799,110.3535427,13z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+en+Semarang!6e6!3m6!1s0x2e708b56e86dd9f3:0x4b241a20ed3f68dc!8m2!3d-6.9820379!4d110.4213261!15sCh9Ub2tvIEJhaGFuIEJhbmd1bmFuIGVuIFNlbWFyYW5nWiEiH3Rva28gYmFoYW4gYmFuZ3VuYW4gZW4gc2VtYXJhbmeSARhidWlsZGluZ19tYXRlcmlhbHNfc3RvcmXgAQA!16s%2Fg%2F1pzt8hv_h?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
Citra Toko,(024) 3519881,"JL. Letjen Haryono MT No.498, Jagalan, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50136",Kec. Semarang Tengah,Kota Semarang,Jawa Tengah,50136,,,-6.9757799,110.3535427,"https://www.google.com/maps/place/Citra+Toko/@-6.9757799,110.3535427,13z/data=!4m11!1m3!2m2!1sToko+Bahan+Bangunan+en+Semarang!6e6!3m6!1s0x2e708cab9346fd4b:0x43a383e795ff33ba!8m2!3d-6.9783295!4d110.4314309!15sCh9Ub2tvIEJhaGFuIEJhbmd1bmFuIGVuIFNlbWFyYW5nkgEYYnVpbGRpbmdfbWF0ZXJpYWxzX3N0b3Jl4AEA!16s%2Fg%2F1pzrwldnl?entry=ttu&g_ep=EgoyMDI0MTExOS4yIKXMDSoASAFQAw%3D%3D"
